fighter_id,name,nickname,display_name,age,gender,nation,height_cm,weight_class,weight_class_max_kg,camp,style,stance,handedness,personality_tag,career_tier,mental_archetype,punch_power,punch_accuracy,kick_power,kick_accuracy,head_movement,footwork,cardio,takedown_offense,takedown_defense,submission_offense,submission_defense,clinch_striking,clinch_offense,clinch_defense,top_control,bottom_game,cage_wrestling,scramble_ability,fight_iq,adaptability,speed_explosiveness,strength,durability,flexibility,recovery_rate,chin,overall_current,potential,mental_score,personality_aggression,personality_composure,personality_risk_taking,personality_killer_instinct,personality_patience,personality_ego,personality_focus,personality_morale,personality_grit,personality_discipline,personality_ambition,personality_loyalty,personality_charisma,personality_attention_seeking,personality_coachability,personality_professionalism,personality_resilience,personality_sportsmanship,personality_travel_comfort,personality_fatigue_tolerance,suggested_wins,suggested_losses,suggested_draws,suggested_total_fights,suggested_win_pct,promotion_id,promotion_tier,backstory_depth,bio,ref_orig_overall,ref_orig_potential,ref_orig_winpct_from_bio,ref_bio_template_matched
1958,Joe Thomas,The Coiled Python,"Joe Thomas ""The Coiled Python""",23,male,United Kingdom,173,Flyweight,56.7,Northside Athletic,Submission Specialist,orthodox,right,Aggressive,Prospect,Steady/Balanced,42,53,38,44,51,51,64,63,47,86,71,47,62,56,65,76,51,80,55,63,51,45,50,70,61,51,57.4,93,53.0,72,38,69,75,39,60,55,53,51,49,52,52,46,45,52,49,55,51,50,49,6,1,0,7,0.857,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Joe Thomas is young enough that the ceiling is still the story — on a card that draws real regional attention, the tools already look real. Opponents tend to game-plan around scrambling that turns bad spots good first — constant danger on the ground is what usually catches them out anyway. Joe Thomas isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 6-1 across 7 professional fights. Matchmakers are already circling for the next step up.",63.5,87,0.571,prospect_flameout
1959,Bruno Monteiro,Blue-Collar Clocking-In,"Bruno Monteiro ""Blue-Collar Clocking-In""",24,male,Brazil,184,Middleweight,83.9,Wolf Academy,Wrestler,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,51,51,47,40,47,44,56,82,71,47,64,49,51,63,76,49,82,65,50,44,50,66,58,49,54,47,55.9,56,60.2,47,75,42,58,73,42,73,54,54,54,50,54,52,47,54,66,48,65,45,48,6,5,0,11,0.545,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Bruno Monteiro lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. The gameplan usually starts with a wrestler's knack for putting people on the mat, backed up by takedown defense that frustrates grapplers. Bruno Monteiro isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. Professionally, Bruno Monteiro is 6-5 through 11 fights. A reliable measuring-stick fight for whoever's moving up next.",53.1,47,0.727,(none - fallback used)
1960,Charles Hall,Trigger,"Charles Hall ""Trigger""",27,male,United States,179,Welterweight,77.1,Ronin Boxing,Striker,southpaw,ambidextrous,Calm,Gatekeeper,Steady/Balanced,61,60,58,61,59,59,64,38,47,36,46,58,50,55,34,48,49,50,51,53,61,53,55,56,59,56,53.0,57,57.2,49,76,49,60,79,43,75,48,49,47,45,54,54,51,53,51,47,48,49,46,3,4,0,7,0.429,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Charles Hall is the kind of Welterweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with explosive first-step speed, backed up by pinpoint kicking range. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Charles Hall is 3-4 through 7 fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",49.5,59,0.429,roster_filler
1961,Aaron Watson,The Mayhem,"Aaron Watson ""The Mayhem""",18,male,United Kingdom,187,Light Heavyweight,93.0,Brutal Martial Arts,Brawler,orthodox,right,Aggressive,Prospect,Steady/Balanced,67,36,41,42,35,37,45,43,38,34,37,49,46,38,42,34,43,41,23,37,54,44,52,48,50,40,42.2,68,52.1,72,43,68,74,40,57,56,53,47,51,48,46,49,47,45,46,55,50,49,52,0,0,0,0,0.0,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"At 18, Aaron Watson is still writing the first chapters of a career that matchmakers are watching closely. Opponents tend to game-plan around genuine one-punch power first — a knack for recovering between rounds is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Aaron Watson has yet to make a professional debut. Matchmakers are already circling for the next step up.",58.9,87,0.333,prospect_flameout
1962,Samuel Clark,Cold Finisher,"Samuel Clark ""Cold Finisher""",25,male,United Kingdom,172,Lightweight,70.3,NextGen Combat,Striker,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,60,62,64,59,56,53,50,32,51,27,38,50,40,47,33,40,45,42,54,47,57,52,57,44,54,50,48.6,52,55.5,50,62,41,57,70,48,79,49,46,49,52,52,49,52,55,50,46,47,51,49,5,6,1,12,0.417,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Samuel Clark is the kind of Lightweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Opponents tend to game-plan around pinpoint kicking range first — a scary-accurate jab is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 5-6-1 in 12 fights tells most of the story. Fights on a well-regarded mid-tier circuit, usually across from someone trying to climb past this level.",53.8,68,,unspectacular_filler
1963,Aaron Thomas,Plowhorse,"Aaron Thomas ""Plowhorse""",25,male,United Kingdom,177,Welterweight,77.1,Steel Lab,Wrestler,orthodox,ambidextrous,Showman,Gatekeeper,Steady/Balanced,37,35,33,24,24,31,43,59,62,37,45,33,53,56,54,42,54,47,33,38,45,51,41,31,44,40,42.0,48,52.6,59,49,70,72,38,79,50,48,54,48,55,52,73,71,45,54,49,55,52,47,3,5,0,8,0.375,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Aaron Thomas is the kind of Welterweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with suffocating top position, backed up by takedown defense that frustrates grapplers. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 3-5 in 8 fights tells most of the story. Fights on the regional circuit, usually across from someone trying to climb past this level.",59.8,81,,crowd_favorite_gatekeeper
1964,Matthew Carter,The Cold Marksman,"Matthew Carter ""The Cold Marksman""",26,male,United Kingdom,183,Middleweight,83.9,Apex Grappling,Striker,southpaw,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,64,61,62,57,70,63,61,39,53,39,47,59,51,51,44,41,52,47,57,51,63,54,61,63,64,51,54.8,55,59.4,50,66,40,50,70,30,75,55,55,53,54,48,42,25,55,71,50,54,50,51,5,5,0,10,0.5,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Matthew Carter isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. Elusive head movement is the calling card, with genuine one-punch power not far behind. Discipline and a refusal to have a bad camp go to waste have carried Matthew Carter further than raw ability ever would have. Professionally, Matthew Carter is 5-5 through 10 fights. Fights grinding on the local scene, usually across from someone trying to climb past this level.",51.0,61,,unspectacular_filler
1965,Robert Ortiz,The Thunderous Hands,"Robert Ortiz ""The Thunderous Hands""",25,male,United Kingdom,175,Featherweight,65.8,Yamato Dojo,Brawler,orthodox,right,Quiet Professional,Prospect,Winner - clutch,78,45,52,47,50,44,58,47,51,42,48,65,63,54,50,39,52,42,41,44,69,68,73,43,67,58,53.5,79,60.1,55,74,43,59,75,38,67,47,55,55,48,55,50,25,46,75,50,46,47,46,8,3,0,11,0.727,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"The hype around Robert Ortiz keeps building, and unlike most hyped-up prospects, the biggest tests so far haven't dented it. A chin that's absorbed some heavy shots is the calling card, with explosive first-step speed not far behind. Composure under fire is the real weapon here — Robert Ortiz tends to get sharper, not shakier, when things get tight. Professionally, Robert Ortiz is 8-3 through 11 fights. Matchmakers are already circling for the next step up.",51.5,86,0.286,prospect_flameout
1966,Robert Ramos,Grinder,"Robert Ramos ""Grinder""",19,male,United Kingdom,175,Welterweight,77.1,Anvil MMA,Wrestler,orthodox,ambidextrous,Quiet Professional,Unproven,Grinder - overperforms tools,49,44,43,44,42,36,54,72,63,53,50,50,58,48,66,46,75,51,47,40,53,62,44,45,47,49,51.2,57,58.6,47,69,40,56,68,40,65,52,55,45,51,45,49,33,47,78,54,54,49,52,0,1,0,1,0.0,P8,Tier3_Regional,Minimal - record only,"Robert Ramos doesn't have the flashiest tools in the Welterweight division, but keeps finding a way to be the one with a hand raised. A wrestler's knack for putting people on the mat is the calling card, with fence-wrestling that wears opponents down not far behind. Robert Ramos isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. 0-1. A short professional résumé so far, at 1 fight. Fighting on hometown cards far from the big lights while the sample size builds.",55.9,56,0.333,straightforward_prospect_record
1967,Kenneth Ward,The Marksman,"Kenneth Ward ""The Marksman""",37,male,United States,170,Flyweight,56.7,Anvil MMA,Striker,orthodox,right,Calm,Elite,Steady/Balanced,97,99,97,98,97,95,85,70,86,71,78,90,76,80,72,68,84,87,95,92,92,90,87,90,78,81,86.0,93,54.8,50,72,50,56,73,47,66,47,45,55,52,45,48,55,51,45,48,51,51,49,35,6,0,41,0.854,P1,Tier1_Large_International,Rich - full title/rivalry history,"Ask anyone in the Flyweight division who the fighter to beat is, and Kenneth Ward's name comes up first. Opponents tend to game-plan around genuine one-punch power first — pinpoint kicking range is what usually catches them out anyway. Kenneth Ward isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 35-6 across 41 professional fights. Currently signed with on the sport's biggest stage, with the next challenger to be decided.",54.2,78,,sits_atop_division
1968,Alex Lima,No-Easy-Night Gatekeeper,"Alex Lima ""No-Easy-Night Gatekeeper""",35,male,Brazil,189,Light Heavyweight,93.0,Wolf Academy,Striker,orthodox,right,Aggressive,Gatekeeper,Fragile - fades under pressure,54,63,54,43,64,50,49,33,50,28,41,46,43,50,44,36,40,47,66,45,45,47,51,46,46,55,47.5,48,50.9,77,37,66,71,35,56,56,51,45,54,46,49,50,52,47,50,47,49,50,49,13,17,0,30,0.433,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Alex Lima shows flashes against lesser competition, but the jump in class keeps exposing the same cracks. Opponents tend to game-plan around a scary-accurate jab first — a durable jaw is what usually catches them out anyway. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. Professionally, Alex Lima is 13-17 through 30 fights. Fights on the regional circuit, usually across from someone trying to climb past this level.",44.9,49,,unspectacular_filler
1969,Nathan James,All-Around Package,"Nathan James ""All-Around Package""",18,male,United States,173,Bantamweight,61.2,Forge Con,Balanced,orthodox,right,Calm,Prospect,Steady/Balanced,57,61,53,59,53,57,63,54,55,59,49,58,59,62,56,56,56,60,47,54,70,55,58,61,62,56,57.3,79,56.6,46,72,48,53,71,45,74,46,47,46,51,54,49,53,53,53,55,54,55,54,0,0,0,0,0.0,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"At 18, Nathan James is still writing the first chapters of a career that matchmakers are watching closely. The gameplan usually starts with defensive discipline in tight spaces, backed up by explosive first-step speed. Nathan James isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Nathan James has yet to make a professional debut. Matchmakers are already circling for the next step up.",61.8,86,0.75,prospect_flameout
1970,Judy Kelly,The Loaded Fists,"Judy Kelly ""The Loaded Fists""",42,female,United Kingdom,164,Bantamweight,61.2,NextGen Combat,Brawler,orthodox,right,Methodical,DecliningVet,Grinder - overperforms tools,78,57,61,60,56,52,51,52,61,58,50,65,65,62,57,43,61,63,62,54,50,72,68,49,57,62,58.7,62,59.4,51,70,45,60,71,41,80,48,50,50,46,49,53,51,52,68,45,66,48,54,20,32,0,52,0.385,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"42 years old and still finding ways to win fights the body probably shouldn't allow anymore — Judy Kelly has never relied on being the most talented person in the cage. A chin that's absorbed some heavy shots is the calling card, with raw physical strength not far behind. Discipline and a refusal to have a bad camp go to waste have carried Judy Kelly further than raw ability ever would have. Professionally, Judy Kelly is 20-32 through 52 fights. Still fighting on hometown cards far from the big lights, on what looks like the back half of a long career.",56.3,92,,fight_count_defines_veteran
1971,Gabriel Alves,The Grinding Grappler,"Gabriel Alves ""The Grinding Grappler""",18,male,Brazil,186,Light Heavyweight,93.0,Samurai BJJ,Grappler,switch,left,Aggressive,Unproven,Fragile - fades under pressure,27,35,31,36,35,29,36,40,39,52,48,31,45,47,40,55,34,46,28,31,37,31,37,56,46,30,38.5,49,50.4,72,36,70,68,30,60,50,48,49,55,53,47,48,46,45,48,52,54,54,48,0,0,0,0,0.0,P8,Tier3_Regional,Minimal - record only,"Early returns on Gabriel Alves are mixed — moments of real promise, undercut by nights where things fall apart fast. An active, dangerous guard is the calling card, with constant danger on the ground not far behind. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. Gabriel Alves has yet to make a professional debut. Too early to know what this career becomes.",49.1,46,0.667,early_career_raw
1972,Samuel Davis,Patient Trap,"Samuel Davis ""Patient Trap""",37,male,United Kingdom,169,Lightweight,70.3,Yamato Dojo,Counter-Striker,orthodox,right,Showman,Fringe,Fragile - fades under pressure,37,51,31,36,59,47,25,12,25,12,19,30,21,30,19,13,22,28,57,42,28,34,32,32,26,30,30.7,40,49.9,63,50,70,63,44,70,50,47,49,47,46,48,73,79,46,49,45,54,49,51,3,17,0,20,0.15,P6,Tier3_Regional,Minimal - record only,"Samuel Davis has struggled to find footing at Lightweight, and the results have followed — outclassed more nights than not. Opponents tend to game-plan around a scary-accurate jab first — footwork that's hard to corner is what usually catches them out anyway. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. Professionally, Samuel Davis is 3-17 through 20 fights. Fights on hometown cards far from the big lights, taking whatever bouts are offered.",48.6,48,,(none - fallback used)
1973,David Green,The Grinder,"David Green ""The Grinder""",26,male,United States,173,Featherweight,65.8,Viper Institute,Wrestler,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,44,50,43,45,40,42,58,75,60,54,62,51,54,57,75,47,75,60,40,39,57,59,56,49,58,47,53.7,54,59.1,40,79,43,60,73,49,75,52,50,46,52,48,48,55,52,61,50,64,53,54,6,4,0,10,0.6,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"David Green isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. Opponents tend to game-plan around a scramble instinct that survives bad positions first — a wrestler's knack for putting people on the mat is what usually catches them out anyway. Discipline and a refusal to have a bad camp go to waste have carried David Green further than raw ability ever would have. The record stands at 6-4 across 10 professional fights. A reliable measuring-stick fight for whoever's moving up next.",58.1,65,0.333,(none - fallback used)
1974,Charles Cooper,Brawler,"Charles Cooper ""Brawler""",43,male,United Kingdom,179,Lightweight,70.3,Downtown BJJ,Brawler,southpaw,ambidextrous,Showman,DecliningVet,Fragile - fades under pressure,72,46,53,43,33,33,52,42,51,43,51,50,53,60,50,40,49,41,49,43,38,52,49,30,46,44,46.7,57,50.9,62,58,70,56,35,70,45,46,50,45,48,50,74,79,47,52,54,51,54,50,11,25,0,36,0.306,P3,Tier2_Mid,Standard - career arc + 1-2 highlights,"Once a real threat in the Lightweight division, Charles Cooper now finds the biggest occasions harder and harder to rise to. The gameplan usually starts with control against the fence, backed up by defensive discipline in tight spaces. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. The record stands at 11-25 across 36 professional fights. Still fighting on a well-regarded mid-tier circuit, on what looks like the back half of a long career.",45.2,52,0.476,veteran_gatekeeper
